_id,Ord,Lemma,Part of Speech,Meaning,Scansion,Syllable Count,Root,FreqRank,Count,No Type Tag,No Macra
ObjectId("5ced6c6985a5570a502dbd99"),15,abluō,Verb,wash away,˘˘¯,3,lavō,,15,abluō,abluo
ObjectId("5ced6c6985a5570a502dbd9a"),16,abnepōs,Noun,great-great-grandson,¯˘¯,3,nepōs,,8,abnepōs,abnepos
ObjectId("5ced6c6985a5570a502dbd9b"),17,abneptis,Noun,great-great-granddaughter,¯¯˘,3,nepōs,,9,abneptis,abneptis
ObjectId("5ced6c6985a5570a502dbd9c"),18,abnuō,Verb,shake one’s head, disagree with,¯˘¯,3,nuō,,52,abnuō,abnuo
ObjectId("5ced6c6985a5570a502dbd9d"),19,aboleō,Verb,stop, destroy,˘˘˘¯,4,odor,,27,aboleō,aboleo
ObjectId("5ced6c6985a5570a502dbd9e"),20,abripiō,Verb,snatch off, waste,˘˘˘¯,4,rapiō,,5,abripiō,abripio
ObjectId("5ced6c6985a5570a502dbd9f"),21,abrogō,Verb,abolish, abrogate,˘˘¯,3,rogō,,12,abrogō,abrogo
ObjectId("5ced6c6985a5570a502dbda0"),22,abscēdō,Verb,go away, desist,¯¯¯,3,cēdō,,1,abscēdō,abscedo
ObjectId("5ced6c6985a5570a502dbda1"),23,absiliō,Verb,leap away,¯˘˘¯,4,saliō[saltum],,17,absiliō,absilio
ObjectId("5ced6c6985a5570a502dbda2"),24,absistō,Verb,go away, stop (+abl/infin),¯¯¯,3,stō,,3,absistō,absisto
ObjectId("5ced6c6985a5570a502dbda3"),25,absolvō,Verb,release, complete,¯¯¯,3,solvō,,3,absolvō,absolvo
ObjectId("5ced6c6985a5570a502dbda4"),26,abstineō,Verb,avoid, keep away,¯˘˘¯,4,teneō,,16,abstineō,abstineo
ObjectId("5ced6c6985a5570a502dbda5"),27,abstō,Verb,stand at a distance,¯¯,2,stō,,14,abstō,absto
ObjectId("5ced6c6985a5570a502dbda6"),28,absum,Verb,be away, be distant (+abl/ā&abl),¯¯,2,sum,445,31,absum,absum
ObjectId("5ced6c6985a5570a502dbda7"),29,absurdē,Adverb,discordantly, absurdly,¯¯¯,3,surdus,,1,absurdē,absurde
ObjectId("5ced6c6985a5570a502dbda8"),30,absurditās,Noun,discordance, absurdity,¯¯˘¯,4,surdus,,1,absurditās,absurditas
ObjectId("5ced6c6985a5570a502dbda9"),31,absurdus,Adjective,discordant, absurd,¯¯˘,3,surdus,,14,absurdus,absurdus
ObjectId("5ced6c6985a5570a502dbdaa"),32,ac,Conjunction,and,˘,1,ac,36,1,ac,ac
ObjectId("5ced6c6985a5570a502dbdab"),33,accēdō,Verb,go to,¯¯¯,3,cēdō,614,8,accēdō,accedo
ObjectId("5ced6c6985a5570a502dbdac"),34,accidō,Verb,fall to, happen,¯˘¯,3,cadō,799,16,accidō,accido
ObjectId("5ced6c6985a5570a502dbdad"),35,accinō,Verb,sing to,¯˘¯,3,canō,,16,accinō,accino
ObjectId("5ced6c6985a5570a502dbdae"),36,acciō,Verb,summon,¯˘¯,3,cieō,,41,acciō,accio
ObjectId("5ced6c6985a5570a502dbdaf"),37,accipiō,Verb,receive,¯˘˘¯,4,capiō,110,50,accipiō,accipio
ObjectId("5ced6c6985a5570a502dbdb0"),38,accurrō,Verb,run to,¯¯¯,3,currō,,2,accurrō,accurro
ObjectId("5ced6c6985a5570a502dbdb1"),39,ācer,Adjective,sour, sharp,¯˘,2,ācer,587,23,ācer,acer
ObjectId("5ced6c6985a5570a502dbdb2"),40,acerbus,Noun,bitter, harsh,˘¯˘,3,ācer,,16,acerbus,acerbus
ObjectId("5ced6c6985a5570a502dbdb3"),41,acervus,Noun,heap,˘¯˘,3,acervus,,7,acervus,acervus
ObjectId("5ced6c6985a5570a502dbdb4"),42,Achātēs,Proper noun,companion of Aeneas,˘¯¯,3,Achātēs,,4,Achātēs,Achates
ObjectId("5ced6c6985a5570a502dbdb5"),43,acia,Noun,thread,˘˘˘,3,acia,,6,acia,acia
ObjectId("5ced6c6985a5570a502dbdb6"),44,acinus,Noun,berry,˘˘˘,3,acinus,,7,acinus,acinus
ObjectId("5ced6c6985a5570a502dbdb7"),45,acquiēscō,Verb,rest, find pleasure in,¯˘¯¯,4,quiēscō,,2,acquiēscō,acquiesco
ObjectId("5ced6c6985a5570a502dbdb8"),46,acta,Noun,beach,¯˘,2,acta,,6,acta,acta
ObjectId("5ced6c6985a5570a502dbdb9"),47,āctiō,Noun,action, lawsuit, performance (of a speech),¯˘¯,3,agō,,1,āctiō,actio
ObjectId("5ced6c6985a5570a502dbdba"),48,āctitō,Verb,do much,¯˘¯,3,agō,,10,āctitō,actito
ObjectId("5ced6c6985a5570a502dbdbb"),49,āctor,Noun,doer, actor, prosecutor,¯˘,2,agō,,1,āctor,actor
ObjectId("5ced6c6985a5570a502dbdbc"),50,āctus,Noun,performance, movement, measure of land,¯˘,2,agō,,6,āctus,actus
ObjectId("5ced6c6985a5570a502dbdbd"),51,acūmen,Noun,sharp point, shrewdness,˘¯˘,3,ācer,,7,acūmen,acumen
ObjectId("5ced6c6985a5570a502dbdbe"),52,acūminō,Verb,sharpen,˘¯˘¯,4,ācer,,12,acūminō,acumino
ObjectId("5ced6c6985a5570a502dbdbf"),53,acuō,Verb,sharpen,˘˘¯,3,ācer,,43,acuō,acuo
ObjectId("5ced6c6985a5570a502dbdc0"),54,acus,Noun,needle (f),˘˘,2,ācer,,7,acus,acus
ObjectId("5ced6c6985a5570a502dbdc1"),55,ad,Preposition,to (+acc),˘,1,ad,14,1,ad,ad
ObjectId("5ced6c6985a5570a502dbdc2"),56,adaggerō,Verb,heap, add to a heap,˘¯˘¯,4,agger,,1,adaggerō,adaggero
ObjectId("5ced6c6985a5570a502dbdc3"),57,adagium,Noun,adage,˘˘˘¯,4,agō,,6,adagium,adagium
ObjectId("5ced6c6985a5570a502dbdc4"),58,adarō,Verb,plough carefully,˘˘¯,3,arō,,12,adarō,adaro
ObjectId("5ced6c6985a5570a502dbdc5"),59,adbibō,Verb,drink, listen to,¯˘¯,3,bibō,,42,adbibō,adbibo
ObjectId("5ced6c6985a5570a502dbdc6"),60,addecet,Verb,it is suitable (impers),¯˘˘,3,decet,,3,addecet,addecet
ObjectId("5ced6c6985a5570a502dbdc7"),61,addīcō,Verb,assign (something) to (someone),¯¯¯,3,dīcō,,3,addīcō,addico
ObjectId("5ced6c6985a5570a502dbdc8"),62,addō,Verb,add,¯¯,2,dō,433,56,addō,addo
ObjectId("5ced6c6985a5570a502dbdc9"),63,addūcō,Verb,carry to, pull in,¯¯¯,3,dūcō,886,3,addūcō,adduco
ObjectId("5ced6c6985a5570a502dbdca"),64,adeō[adv],Adverb,so much,˘˘¯,3,adeō[adv],555,1,adeō,adeo
ObjectId("5ced6c6985a5570a502dbdcb"),65,adeō[v],Verb,go to,˘˘¯,3,eō,595,17,adeō,adeo
ObjectId("5ced6c6985a5570a502dbdcc"),66,adeps,Noun,fat,˘¯,2,adeps,,7,adeps,adeps
ObjectId("5ced6c6985a5570a502dbdcd"),67,adferō,Verb,bring up, report,¯˘¯,3,ferō,,16,adferō,adfero
ObjectId("5ced6c6985a5570a502dbdce"),68,Arar,Proper noun,Saône river in Gaul,˘˘,2,Arar,,6,Arar,Arar
ObjectId("5ced6c6985a5570a502dbdcf"),69,adfundō,Verb,pour,¯¯¯,3,fundō[fundere],,2,adfundō,adfundo
ObjectId("5ced6c6985a5570a502dbdd0"),70,adiaceō,Verb,lie beside,¯˘˘¯,4,iaceō,,6,adiaceō,adiaceo
ObjectId("5ced6c6985a5570a502dbdd1"),71,adiciō,Verb,throw to, add, animum ad aliquem adiciō = take an interest in someone,¯˘˘¯,4,iaciō,,6,adiciō,adicio
ObjectId("5ced6c6985a5570a502dbdd2"),72,adigō,Verb,drive, throw,˘˘¯,3,agō,,19,adigō,adigo
ObjectId("5ced6c6985a5570a502dbdd3"),73,adinveniō,Verb,find in addition,˘¯˘˘¯,5,veniō,,4,adinveniō,adinvenio
ObjectId("5ced6c6985a5570a502dbdd4"),74,adiuvō,Verb,help, please,¯˘¯,3,iuvō,,12,adiuvō,adiuvo
ObjectId("5ced6c6985a5570a502dbdd5"),75,admigrō,Verb,move house to,¯˘¯,3,migrō,,12,admigrō,admigro
ObjectId("5ced6c6985a5570a502dbdd6"),76,admittō,Verb,admit,¯¯¯,3,mittō,,6,admittō,admitto
ObjectId("5ced6c6985a5570a502dbdd7"),77,admodum,Adverb,completely,¯˘¯,3,modus,,1,admodum,admodum
ObjectId("5ced6c6985a5570a502dbdd8"),78,admoneō,Verb,advise, warn,¯˘˘¯,4,mēns,,8,admoneō,admoneo
ObjectId("5ced6c6985a5570a502dbdd9"),79,adnepōs,Noun,great-great-great-grandson,¯˘¯,3,nepōs,,8,adnepōs,adnepos
ObjectId("5ced6c6985a5570a502dbdda"),80,adneptis,Noun,great-great-great-granddaughter,¯¯˘,3,nepōs,,9,adneptis,adneptis
ObjectId("5ced6c6985a5570a502dbddb"),81,adnuō,Verb,nod, agree to,¯˘¯,3,nuō,,52,adnuō,adnuo
ObjectId("5ced6c6985a5570a502dbddc"),82,adoleō,Verb,sacrifice, destroy by fire, smell (intrans),˘˘˘¯,4,odor,,27,adoleō,adoleo
ObjectId("5ced6c6985a5570a502dbddd"),83,adolēscō,Verb,grow up, increase (very rarely adulēscō),˘˘¯¯,4,adolēscō,,22,adolēscō,adolesco
ObjectId("5ced6c6985a5570a502dbdde"),84,adōrō,Verb,entreat, worship,˘¯¯,3,ōrō,,2,adōrō,adoro
ObjectId("5ced6c6985a5570a502dbddf"),85,adsum,Verb,be present, attend (+dat),¯¯,2,sum,279,27,adsum,adsum
ObjectId("5ced6c6985a5570a502dbde0"),86,adurgeō,Verb,pursue closely,˘¯˘¯,4,urgeō,,1,adurgeō,adurgeo
ObjectId("5ced6c6985a5570a502dbde1"),87,adūsque,Adverb,completely, all the way,˘¯˘,3,ūsque,,1,adūsque,adusque
ObjectId("5ced6c6985a5570a502dbde2"),88,advehō,Verb,carry in,¯˘¯,3,vehō,,16,advehō,adveho
ObjectId("5ced6c6985a5570a502dbde3"),89,advena,Noun,foreigner,¯˘˘,3,veniō,,6,advena,advena
ObjectId("5ced6c6985a5570a502dbde4"),90,adveniō,Verb,arrive,¯˘˘¯,4,veniō,987,7,adveniō,advenio
ObjectId("5ced6c6985a5570a502dbde5"),91,adventus,Noun,arrival,¯¯˘,3,veniō,,3,adventus,adventus
ObjectId("5ced6c6985a5570a502dbde6"),92,adversus,Preposition,against (+acc),¯¯˘,3,vertō,460,2,adversus,adversus
ObjectId("5ced6c6985a5570a502dbde7"),93,advertō,Verb,turn to, turn against,¯¯¯,3,vertō,986,5,advertō,adverto
ObjectId("5ced6c6985a5570a502dbde8"),94,advocō,Verb,call, advocate for,¯˘¯,3,vōx,,14,advocō,advoco
ObjectId("5ced6c6985a5570a502dbde9"),95,aedificātiuncula,Noun,little building,¯˘˘¯˘¯˘˘,8,aedis,,7,aedificātiuncula,aedificatiuncula
ObjectId("5ced6c6985a5570a502dbdea"),96,aedificō,Verb,build,¯˘˘¯,4,aedis,,13,aedificō,aedifico
ObjectId("5ced6c6985a5570a502dbdeb"),97,aedis,Noun,room, temple,¯˘,2,aedis,965,8,aedis,aedis
ObjectId("5ced6c6985a5570a502dbdec"),98,aegrē,Adverb,reluctantly, barely,¯¯,2,aeger,984,2,aegrē,aegre
ObjectId("5ced6c6985a5570a502dbded"),99,aegrōtō,Verb,be ill,¯¯¯,3,aeger,,12,aegrōtō,aegroto
ObjectId("5ced6c6985a5570a502dbdee"),100,aegrōtus,Adjective,ill,¯¯˘,3,aeger,,12,aegrōtus,aegrotus
ObjectId("5ced6c6985a5570a502dbdef"),101,aemulor,Verb,emulate, attempt to emulate,¯˘˘,3,aemulus,,3,aemulor,aemulor
ObjectId("5ced6c6985a5570a502dbdf0"),102,aemulus,Adjective,rival,¯˘˘,3,aemulus,,12,aemulus,aemulus
ObjectId("5ced6c6985a5570a502dbdf1"),103,Aeneadēs,Proper noun,any of Aeneas’ descendants, any of Aeneas comrades,¯˘˘¯,4,Aenēās,,7,Aeneadēs,Aeneades
ObjectId("5ced6c6985a5570a502dbdf2"),104,Aenēās,Proper noun,founder of the Roman people, Aeneas Silvius = third king of Alba Longa,¯¯¯,3,Aenēās,,5,Aenēās,Aeneas
ObjectId("5ced6c6985a5570a502dbdf3"),105,aēneātor,Noun,trumpeter,˘¯˘¯˘,5,aes,,1,aēneātor,aeneator
ObjectId("5ced6c6985a5570a502dbdf4"),106,Aenēis,Proper noun,Aeneid epic by Virgil,¯¯˘,3,Aenēās,,7,Aenēis,Aeneis
ObjectId("5ced6c6985a5570a502dbdf5"),107,aēneus,Adjective,bronze,˘¯˘˘,4,aes,,12,aēneus,aeneus
ObjectId("5ced6c6985a5570a502dbdf6"),108,aēnipēs,Adjective,bronze-footed,˘¯˘¯,4,aes,,1,aēnipēs,aenipes
ObjectId("5ced6c6985a5570a502dbdf7"),109,aēnus,Adjective,bronze,˘¯˘,3,aes,,12,aēnus,aenus
ObjectId("5ced6c6985a5570a502dbdf8"),110,aequitās,Noun,levelness, fairness,¯˘¯,3,aequus,,1,aequitās,aequitas
ObjectId("5ced6c6985a5570a502dbdf9"),111,aequiter,Adverb,equally,¯˘˘,3,aequus,,1,aequiter,aequiter
ObjectId("5ced6c6985a5570a502dbdfa"),112,aequō,Verb,make level,¯¯,2,aequus,,11,aequō,aequo
ObjectId("5ced6c6985a5570a502dbdfb"),113,aequor,Noun,open sea,¯˘,2,aequus,424,7,aequor,aequor
ObjectId("5ced6c6985a5570a502dbdfc"),114,aequus,Adjective,level,¯˘,2,aequus,610,11,aequus,aequus
ObjectId("5ced6c6985a5570a502dbdfd"),115,āēr,Noun,air,¯¯,2,āēr,1294,10,āēr,aer
ObjectId("5ced6c6985a5570a502dbdfe"),116,aereus,Adjective,bronze,¯˘˘,3,aes,,12,aereus,aereus
ObjectId("5ced6c6985a5570a502dbdff"),117,aerō,Noun,wicker basket,¯¯,2,aerō,,1,aerō,aero
ObjectId("5ced6c6985a5570a502dbe00"),118,aes,Noun,bronze, aes aliēnum = debt,¯,1,aes,744,8,aes,aes
ObjectId("5ced6c6985a5570a502dbe01"),119,aestās,Noun,summer,¯¯,2,aestās,,7,aestās,aestas
ObjectId("5ced6c6985a5570a502dbe02"),120,aestīvus,Adjective,summery,¯¯˘,3,aestās,,12,aestīvus,aestivus
ObjectId("5ced6c6985a5570a502dbe03"),121,aestus,Noun,heat, tide,¯˘,2,aestus,,7,aestus,aestus
ObjectId("5ced6c6985a5570a502dbe04"),122,aetās,Noun,time, age (more rarely aevitās),¯¯,2,aevum,308,8,aetās,aetas
ObjectId("5ced6c6985a5570a502dbe05"),123,aethēr,Noun,ether,¯¯,2,aethēr,851,9,aethēr,aether
ObjectId("5ced6c6985a5570a502dbe06"),124,aevum,Noun,time, age, in aevum = forever,¯¯,2,aevum,875,5,aevum,aevum
ObjectId("5ced6c6985a5570a502dbe07"),125,Āfer,Adjective,African,¯˘,2,Āfer,,12,Āfer,Afer
ObjectId("5ced6c6985a5570a502dbe08"),126,afferō,Verb,bring up, report,¯˘¯,3,ferō,514,48,afferō,affero
ObjectId("5ced6c6985a5570a502dbe09"),127,afficiō,Verb,affect,¯˘˘¯,4,faciō,958,6,afficiō,afficio
ObjectId("5ced6c6985a5570a502dbe0a"),128,afflō,Verb,blow on,¯¯,2,flō,,12,afflō,afflo
ObjectId("5ced6c6985a5570a502dbe0b"),129,affluō,Verb,flow to, have in abundance (+abl),¯˘¯,3,fluō,,14,affluō,affluo
ObjectId("5ced6c6985a5570a502dbe0c"),130,affrangō,Verb,break,¯¯¯,3,frangō,,2,affrangō,affrango
ObjectId("5ced6c6985a5570a502dbe0d"),131,Āfrica,Proper noun,province on the south coast of the Mediterranean, epic poem by Petrarch, entire continent south of the Mediterranean (new),¯˘˘,3,Āfer,,5,Āfrica,Africa
ObjectId("5ced6c6985a5570a502dbe0e"),132,Āfricus,Adjective,African,¯˘˘,3,Āfer,,11,Āfricus,Africus
ObjectId("5ced6c6985a5570a502dbe0f"),133,Agamemnōn,Proper noun,king of Mycenae, the Agamemnon first play of the Oresteia,˘˘¯¯,4,Agamemnōn,,5,Agamemnōn,Agamemnon
ObjectId("5ced6c6985a5570a502dbe10"),134,agēa,Noun,ship’s gangway,˘¯˘,3,agēa,,6,agēa,agea
ObjectId("5ced6c6985a5570a502dbe11"),135,agedum,Interjection,come on!,˘˘¯,3,dum,,1,agedum,agedum
ObjectId("5ced6c6985a5570a502dbe12"),136,ager,Noun,field, land,˘˘,2,ager,324,7,ager,ager
ObjectId("5ced6c6985a5570a502dbe13"),137,agger,Noun,rampart, dam, dyke, pier,¯˘,2,agger,,8,agger,agger
ObjectId("5ced6c6985a5570a502dbe14"),138,aggerō[aggerāre],Verb,heap,¯˘¯,3,agger,,12,aggerō,aggero
ObjectId("5ced6c6985a5570a502dbe15"),139,aggerō[aggerere],Verb,bring to,¯˘¯,3,gerō,,17,aggerō,aggero
ObjectId("5ced6c6985a5570a502dbe16"),140,aggravō,Verb,weigh down, aggravate,¯˘¯,3,gravis,,12,aggravō,aggravo
ObjectId("5ced6c6985a5570a502dbe17"),141,aggredior,Verb,go to,¯˘˘˘,4,gradus,,23,aggredior,aggredior
ObjectId("5ced6c6985a5570a502dbe18"),142,aggregō,Verb,add to a herd, add to a group of people,¯˘¯,3,grex,,12,aggregō,aggrego
ObjectId("5ced6c6985a5570a502dbe19"),143,agilis,Adjective,agile, easily moved,˘˘˘,3,agō,,9,agilis,agilis
ObjectId("5ced6c6985a5570a502dbe1a"),144,agilitās,Noun,agility,˘˘˘¯,4,agō,,1,agilitās,agilitas
ObjectId("5ced6c6985a5570a502dbe1b"),145,agiliter,Adverb,agilely,˘˘˘˘,4,agō,,1,agiliter,agiliter
ObjectId("5ced6c6985a5570a502dbe1c"),146,agitō,Verb,move about, agitate, consider, maintain,˘˘¯,3,agō,578,12,agitō,agito
ObjectId("5ced6c6985a5570a502dbe1d"),147,agmen,Noun,battle-line, course,¯˘,2,agō,358,7,agmen,agmen
ObjectId("5ced6c6985a5570a502dbe1e"),148,agnus,Noun,lamb,¯˘,2,agnus,,7,agnus,agnus
ObjectId("5ced6c6985a5570a502dbe1f"),149,agō,Verb,do, act, drive, move, talk about,˘¯,2,agō,69,63,agō,ago
ObjectId("5ced6c6985a5570a502dbe20"),150,agōnia,Noun,sacrificial victims (pl tant),˘¯˘˘,4,agōnia,,2,agōnia,agonia
ObjectId("5ced6c6985a5570a502dbe21"),151,agricola,Noun,farmer,˘˘˘˘,4,ager,,6,agricola,agricola
ObjectId("5ced6c6985a5570a502dbe22"),152,Agrippa,Proper noun,Agrippa Silvius = tenth king of Alba Longa,˘¯˘,3,Agrippa,,4,Agrippa,Agrippa
ObjectId("5ced6c6985a5570a502dbe23"),153,ah,Interjection,ah! (generic interjection),˘,1,ah,,1,ah,ah
ObjectId("5ced6c6985a5570a502dbe24"),154,aiō,Verb,say (defective) (also āiō),¯¯,2,aiō,406,13,aiō,aio
ObjectId("5ced6c6985a5570a502dbe25"),155,āiō,Verb,say (defective) (also aiō),¯¯,2,aiō,406,18,āiō,aio
ObjectId("5ced6c6985a5570a502dbe26"),156,āla,Noun,wing, ten turmae,¯˘,2,āla,,6,āla,ala
ObjectId("5ced6c6985a5570a502dbe27"),157,alacer,Adjective,lively,˘˘˘,3,alacer,,11,alacer,alacer
ObjectId("5ced6c6985a5570a502dbe28"),158,alacritās,Noun,liveliness,˘˘˘¯,4,alacer,,2,alacritās,alacritas
ObjectId("5ced6c6985a5570a502dbe29"),159,alacriter,Adverb,in a lively manner,˘˘˘˘,4,alacer,,2,alacriter,alacriter
ObjectId("5ced6c6985a5570a502dbe2a"),160,alauda,Noun,lark,˘¯˘,3,alauda,,6,alauda,alauda
ObjectId("5ced6c6985a5570a502dbe2b"),161,Alba,Proper noun,Alba Longa = city founded by Ascanius and destroyed by Tullus, Alba Silvius = fifth king of Alba Longa,¯˘,2,Alba,,4,Alba,Alba
ObjectId("5ced6c6985a5570a502dbe2c"),162,Albula,Proper noun,river Tiber in its old name,¯˘˘,3,Albula,,4,Albula,Albula
ObjectId("5ced6c6985a5570a502dbe2d"),163,albus,Adjective,matte white,¯˘,2,albus,925,14,albus,albus
ObjectId("5ced6c6985a5570a502dbe2e"),164,alcēdō,Noun,kingfisher,¯¯¯,3,alcēdō,,8,alcēdō,alcedo
ObjectId("5ced6c6985a5570a502dbe2f"),165,alcyōn,Noun,kingfisher,¯˘¯,3,Alcyonē,,8,alcyōn,alcyon
ObjectId("5ced6c6985a5570a502dbe30"),166,Alcyonē,Proper noun,one of the Pleïades, one of the Harpies,¯˘˘¯,4,Alcyonē,,6,Alcyonē,Alcyone
ObjectId("5ced6c6985a5570a502dbe31"),167,Alemānnia,Proper noun,Germany region north of Rhaetia and Helvetia,˘˘¯˘˘,5,Alemānnus,,6,Alemānnia,Alemannia
ObjectId("5ced6c6985a5570a502dbe32"),168,Alemānnus,Adjective,German,˘˘¯˘,4,Alemānnus,,12,Alemānnus,Alemannus
ObjectId("5ced6c6985a5570a502dbe33"),169,āles[adj],Adjective,winged,¯˘,2,āla,,8,āles,ales
ObjectId("5ced6c6985a5570a502dbe34"),170,āles[n],Noun,bird,¯˘,2,āla,,8,āles,ales
ObjectId("5ced6c6985a5570a502dbe35"),171,algeō,Verb,be cold, be treated coldly,¯˘¯,3,algeō,,13,algeō,algeo
ObjectId("5ced6c6985a5570a502dbe36"),172,algidus,Adjective,cold,¯˘˘,3,algeō,,12,algidus,algidus
ObjectId("5ced6c6985a5570a502dbe37"),173,algor,Noun,cold,¯˘,2,algeō,,1,algor,algor
ObjectId("5ced6c6985a5570a502dbe38"),174,alibī,Adverb,elsewhere,˘˘¯,3,alius,2446,1,alibī,alibi
ObjectId("5ced6c6985a5570a502dbe39"),175,alicubi,Adverb,somewhere,˘˘˘˘,4,alius,,1,alicubi,alicubi
ObjectId("5ced6c6985a5570a502dbe3a"),176,aliquandō,Adverb,sometimes, at some time,˘˘¯¯,4,alius,763,1,aliquandō,aliquando
ObjectId("5ced6c6985a5570a502dbe3b"),177,aliquantulus,Adjective,a small amount of,˘˘¯˘˘,5,alius,,12,aliquantulus,aliquantulus
ObjectId("5ced6c6985a5570a502dbe3c"),178,aliquis,Pronoun,anyone,˘˘˘,3,alius,77,13,aliquis,aliquis
ObjectId("5ced6c6985a5570a502dbe3d"),179,aliter,Adverb,otherwise,˘˘˘,3,alius,782,1,aliter,aliter
ObjectId("5ced6c6985a5570a502dbe3e"),180,alius,Adjective,other,˘˘˘,3,alius,37,17,alius,alius
ObjectId("5ced6c6985a5570a502dbe3f"),181,allegō,Verb,choose,¯˘¯,3,legō,,16,allegō,allego
ObjectId("5ced6c6985a5570a502dbe40"),182,alligō,Verb,bind,¯˘¯,3,ligō[v],,18,alligō,alligo
ObjectId("5ced6c6985a5570a502dbe41"),183,alloquor,Verb,speak to,¯˘˘,3,loquor,,6,alloquor,alloquor
ObjectId("5ced6c6985a5570a502dbe42"),184,allūceō,Verb,shine upon (also adlūceō),¯¯˘¯,4,lūceō,,1,allūceō,alluceo
ObjectId("5ced6c6985a5570a502dbe43"),185,allūdō,Verb,jest,¯¯¯,3,lūdus,,1,allūdō,alludo
ObjectId("5ced6c6985a5570a502dbe44"),186,alluō,Verb,wash at,¯˘¯,3,lavō,,14,alluō,alluo
ObjectId("5ced6c6985a5570a502dbe45"),187,almus,Adjective,nourishing,¯˘,2,alō,,12,almus,almus
ObjectId("5ced6c6985a5570a502dbe46"),188,alō,Verb,nourish,˘¯,2,alō,817,57,alō,alo
ObjectId("5ced6c6985a5570a502dbe47"),189,Alpēs,Proper noun,Alps mountains in central Europe (pl tant),¯¯,2,Alpēs,,4,Alpēs,Alpes
ObjectId("5ced6c6985a5570a502dbe48"),190,alpha,Noun,letter Αα,¯˘,2,alpha,,1,alpha,alpha
ObjectId("5ced6c6985a5570a502dbe49"),191,alpicus,Adjective,alpine,¯˘˘,3,Alpēs,,12,alpicus,alpicus
ObjectId("5ced6c6985a5570a502dbe4a"),192,altē,Adverb,at a height, deeply,¯¯,2,alō,,2,altē,alte
ObjectId("5ced6c6985a5570a502dbe4b"),193,alteruter,Adjective,either of two,¯˘˘˘,4,uter,,11,alteruter,alteruter
ObjectId("5ced6c6985a5570a502dbe4c"),194,altrīnsecus,Adverb,on the other side, on both sides,¯¯˘˘,4,sequor,,1,altrīnsecus,altrinsecus
ObjectId("5ced6c6985a5570a502dbe4d"),195,altus,Adjective,high, tall, deep,¯˘,2,alō,159,14,altus,altus
ObjectId("5ced6c6985a5570a502dbe4e"),196,ālūcinor,Verb,talk idly,¯¯˘˘,4,ālūcinor,,3,ālūcinor,alucinor
ObjectId("5ced6c6985a5570a502dbe4f"),197,alumnus,Noun,foster child, pupil,˘¯˘,3,alumnus,,1,alumnus,alumnus
ObjectId("5ced6c6985a5570a502dbe50"),198,alveus,Noun,hollow, belly,¯˘˘,3,alvus,,7,alveus,alveus
ObjectId("5ced6c6985a5570a502dbe51"),199,alvus,Noun,belly, basin, beehive (f),¯˘,2,alvus,,7,alvus,alvus
ObjectId("5ced6c6985a5570a502dbe52"),200,ambāgēs,Noun,winding way, circumlocution (pl tant except for abl sing),¯¯¯,3,eō,,5,ambāgēs,ambages
ObjectId("5ced6c6985a5570a502dbe53"),201,ambeō,Verb,go around, canvass (rarely ambiō),¯˘¯,3,eō,,15,ambeō,ambeo
ObjectId("5ced6c6985a5570a502dbe54"),202,ambigō,Verb,wander, wonder,¯˘¯,3,agō,,23,ambigō,ambigo
